Gene_Symbol,SRR1758112,SRR1758113,SRR1758114,SRR1758115,SRR1758116,SRR1758117,SRR1758118,SRR1758119,SRR1758120,SRR1758121,SRR1758122,SRR1758123
ATP5I,1068.29,3958,1385,1478,962,2846.89,1001.12,1338.34,1940,2824.82,668.96,1283.19
ATP6,0,0,0,0,0,0,0,0,0,0,0,0
ATPA,6735,20906.07,8544.03,9836.01,7328.98,20229.68,7389.25,8895.59,10925.76,18139.29,3865.41,8346.32
ATPF2,403,671,670.92,1210.61,431,591,653,1285.07,635,634.85,277,991.8
ATPK,836,1736.46,840,855,848,1542,814,927,1703.99,1123,411,811
ATS19,44,158,646,31,59,105.04,314,23,44,126,503.53,64
ATTY,7,14,113,38,17,13,92,42,20,11,59,27
ATX2L,176.07,291,471,121,241,263,329.01,69,254,262.97,181,56
AUGN,33,59.17,174.98,3,67,77,150.61,2,36.01,59,125.17,4
AVE,8,6,19,3,16,2,11,0,0,1,6.05,0
AVID,0,0,0,0,1,0,7,0,0,0,1,0
AVR2B,36,88.01,7,4,39,100,5,6,119,67,4,4
B2MG,562,797,9572.16,740,329,364,5922.7,450,330.99,377,3698,535.99
B3GA3,158,336,319.97,601,244.93,340.97,314.96,442,360,341.41,129,550.01
B3GN1,25.5,71,57,29.9,53,65,47,23,63,44,37,13
B3GN7,145,244,3130,52,143,149.98,2768.01,25,212,199.94,1654,33
B3GT4,153.98,305,117,8,215,259,77,17,297.68,231,74,9
B4GT1,72,181,793.82,55,91.01,229,787.19,72.85,191,205,397,81
B4GT3,238,440,401,1253,328.99,455,503.1,1283,512,359.01,267.19,1241.19
BAD,22,45,54,13,21,27,71,19,40.96,46,34,17
BAG,0,4,0,0,2,9,0,0,8,6,0,0
BAG3,925,1789.96,6219.18,787,1380.05,1232.23,6370.59,677,1049,1930.98,3137,677
BAG6,80,204,74,164,179,246,85,202,223,169,64,155.99
BAI2,0,1,0,0,0,0,0,0,0,0,0,0
BAMBI,263,422,1676.85,538.05,360,422,1968,216,301,377,1106,402
BAP18,184,464.99,394,411,311,417,427,484.45,545.04,366,242.01,438
BARH2,48,47,1,1,87,9,0,3,0,61,0,0
BASP1,5850.96,14764.15,5502.47,809.19,6727.6,15424.15,4483.5,953.33,19561.89,12272.12,2901.49,839
BAT1,0,2,0,1,3,0,1,10,10,3,0,7
BATF3,4,14,61,423,6,25,11,5,9,14,9,319
BAX1B,9,14,43,0,11,12,50,7,1,12,10,6
BAZ2A,34,50,96,151,51,62,101,199.06,54,43,47,175
BBS1,65,149,167.1,116.12,122.25,123,142,154,132,104,76,167
BBS2,852,1538,1064.99,3477.94,897.12,1286,1790.99,3124,1368.04,1303.02,951,2972.45
BCAR1,1026,1539,2377.99,1340,1487.01,1487,2531,1692.87,1374,1576.37,1327.23,1218.11
BCKD,468,923.3,559.04,1788.33,495,678,359,1315.1,536,504.9,214.01,1253.07
BCL2,766.82,1178.96,642.89,109,736.01,1035.21,527,104,1005,925.84,623,104
BCL3,9,15,202,6,6,21,125,4,12,11,73,6
BCOR,0,1,0,7,0,0,0,8,0,0,0,6
BDNF,122,164,334,25,226,351,337,63,637.99,328.97,160,60
BEND4,4,12,13,10,8,10,31,5,4,5,11,6
BEST1,19,15,4,1,24,11,1,2,33,30,3,7
BEST4,0,0,0,1,0,1,0,4,0,0,0,1
BET1,308,535,1462,461.98,337,507,1344,387.99,452,402.93,657,352
BFSP2,42,36,1,35,11,14,0,25,9,30,0,26
BHA09,0,0,2,0,0,0,2,3,0,0,0,2
BHE22,71,94,5,4,128,188.08,2,0,331.12,112,1,2
BHE23,7,9,98,25,15,13,36,22,16,3.82,28.01,13
BHE41,95,136,40,1,77,88.66,30.05,1,60,122,16,2
BHMT1,76,660,170,21,120,379,203.21,16,353,312,32,27
BI1,1419.02,2758.09,1781.04,3515.71,1952.83,2474.99,1847.97,4211,2298.02,2206.09,991.97,3265
BI2L1,45,63,2002.27,58,49,51,1617.24,33,57,51,889.01,46
BI2L2,1,0,0,3,1,1,0,8,0,0,0,0
BICD1,22,39,9,32,25,25,12,37,34,25,4,23
BIEA,240.79,439.01,316,228,266,289.93,340.16,109,347,345,202,127
BIG1,2236.68,3889,6001.2,10364.98,2713.18,4094.97,5681.84,9231.44,4653.2,3482.9,2806,9965.05
BIN3,211,542,254,238,373,564.01,279,233.95,503,385.97,206,198
BL1S1,195,416.44,356,145,256,371,301,125.98,412,277,153,118.05
BLM,67,91,1466,601.98,87,106.85,1507,384.03,106,123,797,486
BMI1,593,983,464,850,851,947,451,870,1040,918,232,568
BMP15,14,16,1576.63,35,13,8,1673.48,14,1,16,1022.78,15
BMP2,0,0,11,4,0,0,9,2,0,0,1,2
BMP4,231,140,706,41,287,217,657,40,269,242,217,20
BMPER,59,244,253,24,133,180,165,18,232,157.15,74,36
BMR1B,33,108,350,47,65,100,480,51,125,78,155,60
BNC2,8,64,388,37,10,4,354.03,23,5,36,409,25
BNI3L,3155.16,5503.03,5685.66,3134,3699,5679.03,6333.68,2706.83,6458.79,4834.64,3220.51,2556.33
BOLA1,175,297,266,42,189,267.74,199,41,288,212,85,35.99
BORE1,73,144,463,1691,61,95,479,875,109,86,208,969
BORG2,210.18,554.89,652.9,123,306.91,613.33,566.38,77,746,457.06,248,69.06
BPIB3,0,1,30,9,0,139,6,8,0,0,0,5
BPIB4,2,3,41,3,1,5,23,4,1,3,9,1
BRAF,2,4,0,2,3,1,1,0,3,4,0,1
BRCC3,198,344.9,926.32,632.99,257,391.01,790.89,658.77,419,325,433.01,524
BRE1B,106,178.43,148,365,208,196,185.98,599.05,194.57,224.13,80,520.17
BRN3,5,33,44,0,8,2,8,0,1,9,7,4
BSCL2,471.01,786,383,271,408,683,438,276,672,796,189,371
BSH,1,1,30,3,0,3,54,0,0,10,21.2,4
BT1A1,10,26,0,11,29,13,0,3,0,36,0,7
BT3L4,1008.99,1902,3685.46,907.08,1145,2055.42,4101.54,752.71,2358.98,1508.09,1688.09,708.83
BTBDB,43,76,22,1,50,34,25,7,31,39,14,1.8
BTC,9,12,932,107,22,14,488.98,86.87,36,23,256,84
BTG1,2324,2246,10580.44,1792,2985.99,2801.03,9196.62,1613,3125.99,3178.07,5556,1457
BUD13,48,53,271,189,47.96,49,217,212,81,74,139,183
BZW1,2317.23,4218.6,9206.55,2628,2698.01,4136,8777,2072,4499.75,3525.48,4186.86,1911
C102B,1,0,14,6,1,1,14,2,1,0,14,7
C109B,114,83.01,246,347,131,149,226,282,179,135,173.01,332
C163A,0,0,0,12,0,0,0,7,0,0,0,5
C163B,3,2,5,0,6,9,6,0,2,5,0,0
C1QB,23,87.01,633.41,24,25,45,334,19,33.92,37,222,2
C1QC,55,87,870,63,60,102,424,32,41,46,281.02,9
C1QL2,12,26,0,1,18,16,3,1,15,14,4,3
C1QL4,21,150,0,1,4,6,4.03,0,26,19,3,2
C1QT3,539.19,1254.03,206.02,33,1024.9,192,30,13,44,947.04,108,43
C1QT6,16,33,70,76,15,40,16,73,10,17,44,10
C1QT9,0,0,1,16,0,0,0,9,1,0,0,9
C209E,7,8,8,7,1,3,3,0,0,6,2,2
C42S2,1488.24,3197.69,3212,1059.11,1813.38,3435.94,2495.73,982,3009.69,2677.26,1359.92,847.93
C4BPA,0,0,0,1,0,0,0,2,0,1,0,1
C560,684.77,1188.13,942.29,829.77,977,1125.72,1071.9,952,1146.04,870.68,539,734.01
CA021,588.49,1207.12,948.81,139.99,858,1493.05,942.52,179,1960.02,1106.19,468,211.93
CA031,133,173,274,83,139,198.99,272,71,185.05,153,149,61
CA051,51,68,209,234,34,47,203,255,89.07,31,103,235
CA100,26.97,35,11,2836.89,29,39,8,2386,34,26,5,2313
CA106,1,2,2,6,4,3,2,4,2,2,2,6
CA123,612.89,1205.51,2038.77,1057.05,776.98,1309.95,2061.34,864.54,1421,1080.39,1064.48,855.93
CA131,186.89,289,571,97,269.02,389.51,741.91,110,296.05,270,367.04,116
CA192,8,34,6,1939,11,42,3,2253.81,66,31,0.94,1871.97
CA2D3,10,19,1,8,10,21,1,5,26,12,0,10
CA2D4,1,0,0,9,0,0,0,7,0,0,0,9
CAB39,5979.1,10527.28,3184.8,7699.94,4905.46,8234.76,3273.15,6423.83,5980.97,6729.18,1741.89,5231.49
CABP2,6,22,3,13,16,26,2,2,18,16,1,1
CABP4,5,14,5,4,8,14,1,3,15,2,3,1
CAC1C,0,1,0,0,0,0,0,0,0,0,0,0
CAC1F,0,4,0,2,2,0,0,1,0,2,0,3
CAC3,7,7,18.46,14,5,6,19,12,2,4,10,7
CACB2,3,4,0,1,0,0,0,1,0,1,0,0
CADH1,0,0,8,6,0,0,9,6,2,1,7,8
CADH6,15,16,9,8,10,15,18,11,54,18,6,6
CADH8,410,1516,22,96,701,1387.01,54.96,63,1722.04,1228.43,41,85
CADM3,7509.88,9555.01,87,335.54,8507.01,10151.04,228,199.85,15404.94,10742.13,72,232.15
CAH10,1595,2805.08,391,15,2380.14,2293.48,152,18.99,2399.07,2892.86,39,42
CAH12,14,3,4,6,7,7,2,6,14,9,1,3
CAH2,2798.1,4837.22,1081.46,6140.69,3073.98,4762.91,1165,4424.99,5365,3624.65,1144.67,4532
CAH9,34,37,244,33,79,26,195,51,27,38,39,85
CAHM1,0,0,0,0,0,0,2,0,0,0,1,6
CAHM3,0,0,4,12,1,0,7,21,0,0,3,16
CALL4,138,185,402,54,161,154,240,61.02,168.96,128.96,126,37
CALM,22662.17,52330.6,13715.77,18355.3,27929.91,65349.66,11826.04,14989.02,81073.04,38695.68,6376.71,13184.19
CALR,4617.19,10638.84,24667.03,15374.79,7040.04,10142.24,21173.48,16191.92,10271.75,9234.6,10776.26,14017.36
CAMLG,815,1628,2761.28,1898.07,1002,1343.77,2522.03,1180,1589.15,1031.09,1485.29,1048.33
CAMP3,8,24,14,3,16,23,18,7,27,14,9,3
CAN9,0,0,0,1,0,0,0,2,0,0,0,2
CAPSL,10,35,13,0,6,37,9,2,36,15,6,5
CARD8,9,15,48.25,4,15,18,52,13,10,14,29,8
CARM1,499,987.01,1609.13,1328,743,918,1509.53,1429.69,1019,925,837,1048
CARP,8,9,11,10,9,12,12,5,9,16,8,2
CART,1,19,2,8,0,3,4,7,4,2,3,5
CASP6,102,121,560,91.52,128,101,518,75,133,128,298,94
CASQ1,151,123,11,557,53.99,157,16,239,346,214,11,543.19
CASQ2,736,25,93,792,1671,93,50,703,6,769,24,674.95
CATD,41,33,29,13,38,50,21,14,28,27,13,4
CATE,0,0,0,7,0,0,0,2,0,0,0,1
CATEA,0,0,0,4,0,0,1,0,0,0,0,5
CATH,146,566.57,1462,97,208.55,628,864.03,204,399.38,217,474.99,40
CATK,28,40,1203.26,24,28,26,869.84,41,42,46,781.12,28
CATL1,828,1311.89,5609.21,1960.79,924.95,1244.94,6112.82,1276.14,1334,1050.22,2617.15,1285.97
CATS,67,159,2201.02,72,72,153,1115.01,25,118,139,845,26
CAV3,0,1,9,6,0,0,5,6,0,0,2,3
CB018,165,313,657,218,140,304,422,224,335,200,247,187
CB068,4,11,19,26,7,10,23,9,19,13,10,22
CB070,1,0,0,4169.11,0,1,0,3586.01,4,1,0,2959.6
CB5D1,18,56,21,1963.4,38,45,45,1334.41,39,37,15,991.15
CBPA1,0,1,0,5,3,3,0,13,1,0,0,5
CBPB1,2,8,51,0,2,62,61,1,53,21,19,0
CBPB2,0,0,1,5,0,0,0,1,0,0,0,2
CBPC1,1160,3063.69,366,873.15,1411.29,3336.27,342.01,808.57,2577,2726.3,247.15,692.23
CBPE,0,0,0,0,0,1,0,0,0,0,0,0
CBWD1,61,194,108,59,87,176,119,80,110,168,102,63
CBX4,563,975,980.84,179,716,967,1063.62,162,1036.02,880,594.22,161
CBX5,232,427,481.01,416,298.21,415.96,384,226,527,396,230,322
CC023,974,1946.73,1740.73,1376.05,1266.1,1982.32,1518,1058.86,2263.95,1643.08,859.21,1010
CC033,64,262,117,59,120,264.42,158.01,52,290,171.12,81.91,55
CC106,266,676.01,126,82,333,541.26,79,37,574,391,53,37
CC110,1,2,5,7571.56,2,2,5,8469.34,2,4,1,6173.66
CC120,59,93,247,371,78,90.58,218,449.34,115,100,101,305.01
CC125,99,114,139.98,395,133,85,103,285,74,111,98,276
CC130,20,26,23,30.02,17.65,13,12,26.17,25,21,11,27.08
CC132,916,1726.25,1314,484.01,1120.45,1610,1549.64,288,2037.98,1496,764,392
CC135,33,41,16,3068.74,37,72,30.96,2725.65,63.89,47,18,2649.28
CC138,1,0,0,12,0,2,0,7,3,2,1,2
CC147,117.44,300.98,582,8324.29,188,272,458,6639.09,318,224,352,4622.83
CC152,0,0,0,117,0,0,0,59,0,0,0,85
CC172,0,0,0,170,0,0,2,225.75,0,0,1,137.59
CC28A,858.92,1745.65,577,148,1218,1999.01,603,176,1712.06,1602.43,243,185
CCA5B,0,4,18,22,2,4,32,35,5,2,8,10
CCD14,154,284,1312,96,204,273.82,1422,94,298,243,799,65
CCD19,153,261,162,9567.65,200,351.71,282,8716.97,458.06,306,160.43,7544.12
CCD22,413,904.61,692,420,406,627.04,885,414,849.67,631,354,352
CCD25,555.11,1006,2618.3,1099.91,631.12,1082,2369.05,698,1091.98,826,1236.82,534.97
CCD42,0,0,48,3253.63,0,1,34,2365.95,4,1,17,1645
CCD70,0,0,1,951.84,0,0,2,806.3,0,0,0,652.32
CCD81,42,92,194,302,45,46,154,433,42,57,107,317
CCD97,55,107,103,185.89,75,117.65,136,163,123,91,86.05,117
CCDC9,194,296,378.03,156,212,277,331,131,290,259,176,136
CCER1,362,903.08,975,301.9,491.5,738.97,631.9,119.67,1013.48,701.56,428.64,160
CCG3,1022.46,4288.52,82,22,2019,6687.28,63,8,10535.5,3223.08,48,13
CCG7,862,1274.57,30,5,1010,775,15,0,731.02,1244.99,22,1
CCG8,184,712,0,9,305,1291,0,2,1887.92,676,0,10
CCHCR,24,38,66.04,133.02,61,55,72,153,32,25,11,73.44
CCKAR,268,322,35,120,273.87,418,35.55,57,438,311,20,51
CCKN,237,720.02,98,5,258,906,109,3,798,671,23,4
CCL13,0,0,53,15,2,1,5,13,0,0,1,13
CCL17,1,0,3,28,1,0,7,9.91,3,1,5,10
CCL19,0,1,187,2,0,0,23,0,1,1,31,2
CCL20,2,8,6,8,1,4,5,9,4,3,1,1
CCL21,4,2,420.29,13,11,11.01,70.66,5,0,8,131.01,4
CCL4,0,0,13,0,0,0,3,2,1,0,8,0
CCL5,0,5,5,1,1,1,3,4,1,0,0,0
CCNE1,106,167,735,321,121,193.95,854,286,242,162,384,251
CCNH,268.11,1377.07,276.98,1345.88,406,1295.16,294.76,1540,520,942.31,171.83,1307.99
CCNO,1,7,17571.72,28,7,7,10966.68,25,6,3,6055.35,17
CCNT1,214,335,1144,1302.96,300,403.61,1190,1316.13,337.11,355,626,863
CCR10,0,1,1,2,0,0,0,1,0,1,0,2
CCR4,0,0,2,0,0,0,0,2,0,0,0,0
CCR7,4,2,42,33,2,5,30,13,3,7,63,4
CD019,12,16,51,0,17,23,3,0,15,15,11,0
CD048,1324.91,3331,204,571.91,1599,2860.69,94,643.02,3146.78,1728,118,377.75
CD052,298,582,756,258,307,500.24,593,234,732.99,481,363,190
CD180,1,7,106,49,5,17,68,20,6,7,29,12
CD248,3,1,2,4,4,5,1,1,6,5,0,2
CD28,22,0,10,1,41,5,1,2,2,21,3,3
CD2B2,487.36,871.56,483.05,537.08,857.05,724.75,624,613.7,820.64,1291,293.75,507
CD3Z,3,2,252.48,39,7,9,493.09,21,4,2,178.84,41
CD40L,0,2,2,1,1,1,1,1,3,0,2,0
CD5,1,2,20,1,1,2,2,0,0,2,3,1
CD5R1,1311.57,3654.22,401.42,248.98,2006.5,4167.64,487.99,464,4804.71,2851.07,197,274.07
CD63,813,1306.47,3941,352,673,812,3427.75,402,984.66,1249,1984.73,402.05
CD79A,253,353,286,214.99,190.95,168.42,133,51,258.77,398,128.03,57.27
CD81,1636,2328,5352.31,223,1561,2042,4871,210,2026.05,2208.76,2664.76,197
CD83,3,4,192,25,1,2,79,35,3,2,75,26
CD99,34,45,771.64,43,25,26,574.39,146.81,28,37,427.93,88.07
CDC23,385,588,1035.9,1219,510.04,576,1144,1139.18,656,550,530,939
CDC37,1309.95,2656.78,2078.35,2475,1718.92,2591.97,2143.1,2532.41,3033.79,2827.18,1516.69,2275.67
CDCA3,0,4,1558.55,1001,1,2,1141.46,606.89,2,2,494.42,1000.73
CDCA4,220,371.62,887.09,293,267,339.71,796,230,384,365.58,371,208
CDHR5,0,0,1,8,0,0,2,16,0,0,0,3
CDK1,19,56,3023.7,1776.01,63,83,2919.61,1862,85,77,1325.96,1651.99
CDK15,2,0,7,8,0,0,14,2,2,0,1,2
CDK16,709.13,1015,1190.24,874,969.99,1009.96,1019,851.97,1166.91,1052.97,495,686
CDK2,57.77,99,1346.4,286,38,41,1123.01,237,29,54,504,232
CDK5,493,922,715.97,406,593.46,787.49,588.9,471.02,943.36,797.94,314.83,341.32
CDK7,283,845.02,1330,854,309,846.65,1259.05,710.01,589,715,816.68,691.95
CDKA2,81.05,153.53,412.22,520,142,135,365,561,161,150,210,507
CDN1C,81,142,519,26,56,159,406,14,152,83,374,26
CDN2C,131,205,147,32,198,228,135.85,48,85,138,108,45
CDX1,0,3,0,34,0,4,0,18,10,1,0,29
CE024,3435.71,6237.71,3464.24,960,4178.36,6014.27,3117.87,705.98,7831.63,4961.72,1918,677.07
CE044,253,792.05,303,879,283,712.59,253,728.95,342,624.72,142,637
CE192,39,96,5573.37,2291.18,45,132,6281.61,1803.96,94,76,3312.88,1672
CE350,2,4,4,19,1,1,1,16,0,0,0,11
CE57L,0,2,3,58,2,4,2,71,5,6,1,51
CEGT,661,957.7,1675.07,1036.01,938,1052.01,1833.96,727,1028.89,1279.84,1113,716.02
CEL,0,0,1,2,0,0,20,3,0,0,0,2
CEL2A,0,0,0,0,0,2,0,0,0,7,0,1
CENPH,11,45,963.43,4188.05,11,20,758,3307.94,22,26,405.3,3275.31
CEP97,1518.01,3128,5610.95,5293.74,1889.59,2980.09,4659.96,4119.93,3211,2561,3462.89,3979
CER1,0,0,1,1,0,0,0,0,0,0,1,5
CERKL,158,119,149,25,175.01,290.42,116,17,380.99,224.11,65,7
CERS2,784,1220,2066.3,1480,722.16,1040.84,2010.05,1259,558.69,868,981.32,1277
CERS3,4,7,2,37,2,6,4,36.04,8,12,10,166
CERS6,288,504.14,221,99.21,473,608,271,62,913.95,509.98,144,87
CETN3,356,1402,924,1068.99,345,1046.99,804.01,819,724,960,560,875
CETP,1,6,1,15,0,2,2,7.05,2,0,2,4
CF136,117,239,171,120,155,210.07,156.69,138,212,192,56,93
CF163,12,18,8,8436.74,16,20,16,7395.09,22,15,11,4974.63
CF203,114,262.88,318.69,261,160,215,230,252,200,200,138,217.15
CFAD,1,8,0,9,2,15,0,6,6,3,0,5
CFDP1,897.04,2003,1391,2443.19,1008,1667.8,1210.94,2401.63,1923.9,1421.03,654,1972.01
CG055,111.99,182,240.87,678.04,133.35,142,150,954,160,102.13,93,523
CG059,223.01,433.98,330,118,373.93,435.29,316,158.01,544.92,432,235,158
CG073,472.98,1011,1137.01,5115.2,693,1191.06,1306.83,5252.39,1144.99,814.64,535,4028
CGT,12,13,135,6,4,4,176.86,5,12,7,40,6
CH004,133,403,847,60,80,157,559,19,87,186,343.09,35
CH040,317,590.01,1184,2647,388.8,541.28,763.87,2330.89,565,422,544,2387.98
CH25H,10,17,59,34,5,12,79,6,18,18,11,25
CHAD,19,32,38.16,9,11,17,14,3,19,22.91,12,5
CHAP1,169,405.02,441.07,365,205,347.42,375,269.98,499,283.03,208,244
CHCH3,876,1061.8,1546.26,439.23,666.01,1247.51,1407.86,377,1543.69,966.18,767.45,370.17
CHD1,6,3,11,10,8,1,4,5,7,0,6,6
CHD5,179,297,39,128,165,351,27,127.01,402,285,23,95
CHIA,1,0,1,0,0,0,0,2,0,0,0,0
CHIN,2954.97,10800.03,713,3249.31,5871.82,15090.06,747,2242.07,21726.15,7898.38,548,2587.43
CHIO,3526.59,6225.88,1628.83,103,4366.83,3563.44,1636.78,76,2127.2,4947.95,738.93,58
CHKA,11,88,0,35,0,0,0,0,10,39,0,29
CHM2A,262.01,465.32,841,434.23,324,423,774.5,410,538.03,447.34,491,358.43
CHM4B,1104,2125.19,2017.21,2016.54,1280.01,2082,2123.31,1586,2279.09,1833.21,979.06,1557.31
CHMP5,947,1925.68,2594.64,1948,1050.45,2202.3,2478.62,1814.08,2357.11,1475,1369.32,1607.3
CHMP7,930,1905,4567.03,15538.82,1403,2281.88,5090,14503.49,2612,1912,2370.01,11953.22
CHODL,73,123,7,1,46,68,23,1,87,47,11,1
CHP3,238,600.22,72,41,400,757,126,26,900.17,484,31,23
CHSP1,102,87,284,747.99,115,127,207.01,960.92,151.15,69,125,627
CHST2,434,629,174,16,570,708,148,54,783,567,62,34
CHST4,0,0,85,0,0,0,91,1,1,2,47,0
CHST8,0,0,0,19,0,0,0,9,0,0,0,12
CHST9,0,1,0,18,0,0,0,9,0,0,0,5
CHUR,410,795,737.71,783,410.27,663,588.95,685,746.18,534,341,623
CI123,224.01,426.79,534.99,473.03,270.68,416.67,519.02,476.77,394.61,352.19,204.02,434.61
CI152,2,0,0,3,6,32,3,1,8,5,0,0
CI171,15,41,11,3273.39,13,55,3,2790,36,26,9,2525
CIAO1,589,1037.7,990.98,449.95,863,1117,920,530,1137.09,830.36,493.66,416.26
CIB2,15,41,272,76,26,69,360,45,98,44,169,48
CIC,24,67.02,69,17,42,57,72,22,76,70,51,22
CISY,1557.01,2733.05,2579.43,893,1756.47,2646.71,2652,930.2,3050.29,2388.97,1453.11,793.97
CITE2,122,173,532,29,157,186,648,11,169,195,307,21
CJ057,945.04,1686,2624.97,8710.99,1095,1455,2665,7728.76,1919.06,1437.48,1518.75,7913.45
CJ112,0,0,1,2,0,1,0,0,0,0,0,0
CK063,116,88,132,2203.99,64,60,172.05,1616.98,96,121,91,1483
CK091,1,2,2,3222,0,8,8,2635.06,8,10,3,2170
CK2N1,5106.75,18066.15,712.26,103,5348.16,25338.4,378.72,98.97,60424.45,16260.96,390.97,62
CK5P3,1268.22,2505.54,1892.5,2792.07,1428.19,2183.78,1699.88,2875.82,2168.33,1853.72,872.06,2574.44
CKAP5,0,0,3,16,0,0,3,6,1,0,0,8
CKLF8,43,77,23,49,47,61,65,25,63.02,37,24,17
CKR1,6.5,2,9,1,4,2,1,0,3,4,3,0
CL028,1,0,2,5,1,1,2,1,1,2,0,4
CL19A,7,15,13,4,7,4,79,5,9,9,40,7
CLCA1,1,0,0,12,0,1,0,1,0,0,0,3
CLCA2,0,0,0,4,0,0,0,1,0,0,0,0
CLCA4,0,0,0,3,0,0,0,0,0,0,0,0
CLCC,0,0,4,5,0,0,1,0,1,0,1,1
CLD10,3,9,3,34,10,17.9,14,16,7,12,0,27.71
CLD3,6,4,0,1,14,1,0,2,2,4,0,2
CLD7,3,3,8,418,1,4,6,157,6,1,4,150
CLH,12183,18805.27,51517.47,5633.3,13222.51,18884.75,50362.9,4389.52,20871.85,17134.41,24122.26,4266
CLIP3,171,401,79,31,240.12,383.13,101,25,419.65,262.86,60,28
CLK1,422.47,493.99,458,1417,554.16,539.04,439,1250.14,582,635,244,1116
CLMP,722.02,1336,2208,144,527,965.36,2343.24,90,314.5,653.4,1240.03,93
CLN5,102,205,325,118,136,179,406.36,258.23,165,134.83,159,122
CLN6,153,268,694,42,163,270.39,559,50,166,180,273,44
CLNK,6,14,6,78,5,8,1,20,10.6,8,2,32
CLPP,225,397,480,887,311,366.85,428,974,312,334,253,749.82
CLPX,2676,4439.97,7502.22,7732.36,3179.34,4384.98,7375.04,6345.06,4672.28,4006.89,4077.26,6953.01
CLTR2,1,2,12,8,0,4,2,5,1,2,1,8
CLUS,12374.95,18325.08,32112.42,4952.35,14954.01,13396.38,18269.25,3873.07,9200.47,14925.35,8809.19,3807.01
CMBL,0,0,0,4,0,0,0,2,1,0,0,1
CN105,2,5,16,6,0,0,105,1,0,2,61,5
CNG3,0,0,31,2,0,0,7.47,5,1,0,5,0
CNIH2,880,2560,611,116,1097.99,3114.8,491,85,4086.45,1768.83,237,90.36
CNKR1,422,786,1266,576,463,689,1149,623,720.99,499.79,646,424
CNN1,23,56,1111,474.01,37,42,364.91,396,39,65,790.13,275.02
CNN3,1758.61,2775,10313.34,1265.18,1608.57,2342.25,9662,974.16,1801.04,2180,4892,1132.04
CNOT2,410.99,737.01,1716.01,1436.85,630.97,711.9,1763.67,1099,770,666,958,1063.02
CNOT3,74,141,228,259,90,116,198,222.59,153,123.01,116.01,216.24
CNOT6,885.7,1024,1767.32,446,1108,1098.88,1871.09,341.7,1313.02,1301.29,1062.84,400
CNOTA,296,486,3503,1696,319,521,3288,1230,593,436.05,2025.97,1178.97
CO041,138,239.47,370,100,141,264,265,75,298.01,167,283,85
CO043,0,1,5,198.26,1,0,3,214,1,2,1,197
CO4,1,0,3,3,0,0,1,0,0,0,0,1
CO4A,0,1,0,0,0,0,0,1,0,1,0,0
CO5,0,0,8,34,0,0,6,19,2,0,9,12
CO6,5,7,93,60,2,8,56,37,3,10,55,31
CO6A2,659,388,10244.09,432,1222,843,8660.16,426,765,974,6323.67,522
CO6A4,0,0,0,1,0,0,0,2,0,0,0,0
CO7A1,0,9,8,10,5,0,16,5,9,3,5,6
CO8A1,86,101,907.99,656,69,86,1049.06,684.85,42,87,556.3,688.65
COAA1,11,20,3,43,4,15,1,25,14,17,0,24
COE1,4,4,7,5,7,3,14,4,2,10,11,4
COE3,9,36,0,2,7,1,1,2,0,9,1,1
COEA1,0,1,3,3,1,2,12,4,3,1,6,2
COG4,1979,3649.99,6583.95,3715,2505,3522,6415.64,3233.03,4068.06,3270.7,3143.9,3338
COIA1,2,5,6,11,0,6,4,8,8,13,7,2
COL11,74,233,443,45,105.06,510,406,14,757.62,266,355,20
COLI,1,1,2,74,1,3,1,0,0,2,1,2
COLI2,2,3,4,79,1,7,7,3,1,4,2,2
COMD2,426,646,1435,467,676,794,2042.63,700.68,661.92,584.1,788,384.94
COMD3,242,533,688.51,161,371,569,634,196,457,369,332,126
COMD7,429.7,783,1492.97,1324,551.22,705.28,1220.04,1235.85,693.96,514,511.71,741.18
COMD8,301,539,903.31,175.91,400.02,557,809.54,162,624.87,499.02,384,148
COPZ1,512,931.04,1467,556.98,865,1335.02,1542,1374.78,1202,1074,845,940
COQ2,226,404,412.49,285,273,324.92,392.02,225,333,334,254,218
COR1B,371.07,592,1196.99,215,435,594.4,1038,226,585,541.48,621.2,240
COSA1,0,0,0,1,0,0,0,5,0,0,0,12
COT1,9,0,2,2,0,0,5,0,0,0,1,0
COX1,0,0,0,0,0,0,0,0,0,0,0,0
COX16,70,117,234.9,71,74,134,199,91,174,117,153,128
COX18,115,240,445.17,251,148,205,391,173.9,188.25,174,220,154
COX2,0,1,0,0,0,0,0,0,0,0,0,0
COX5A,1666.54,3122,1800.1,1411,1805.21,2450.87,1661.04,1371,2745.97,2370,970,1105
COX5B,2040.99,3941,1937,858.19,2425,3342.11,1710.97,842,3294.46,2590,699,643
COX8A,2,0,0,7,0,0,77,14,1,0,1,5
COX8B,22,48,24,2,14,27.82,9,1,20,25,8,0
CP011,3,11,3,1,10,0,7,0,3,0,4,0
CP070,1238.68,2333.62,1655.59,1060.2,1396.88,2022,1559,634,2242,1702.99,647,706
CP074,4,9,16,3,13,5,16,5,4,3,5,8
CP080,420,944,2161,3949.09,495,871,1799,3774.87,899,713,874,3507.94
CP11A,22,57,2501,253,43,106,4659.08,137,83,40,2657.01,206
CP1A4,1,0,10,5,1,2,4,9,0,2,3,11
CP26A,4,12,126,4,3,3,142,6,12,8,57,2
CP26C,3,11,8,0,3,3,6,2,8,6,6,0
